waifu_id,name,series,series_id,genre,rarity,image_url,favorites,about,stats,elemental_type,archetype,potency,elemental_resistances,favorite_gifts,special_dialogue
1483,Virgilia,Umineko no Naku Koro ni,139,Anime,2,https://cdn.myanimelist.net/images/characters/12/104745.jpg,43,"Age: 1000+ 
Birthday: 19 July 
Blood Type: Unknown 
Likes: Black tea, scones, mackerel 
Dislikes: Rainy days
She was the previous Endless Witch before Beatrice, and was also her teacher. 
Her new name (having passed her old one to her student) comes from the Divine Comedy character Virgil, who guides Dante through Hell and Purgatory to Beatrice, who is his guide through Heaven. 
She is a silver-haired witch with great powers, despite surrendering most of them to Beatrice with the title of the ""Endless Witch"". Unlike Beatrice, Virgilia thinks that the powers of a witch should be used for good and not for selfish means. 
She taught Beatrice the Endless Magic, and retired, believing that Beatrice would also devote herself for the people. At the same time that she was Beatrice's teacher, she also served as the magician of Beatrice's home. Because of that, Virgilia had come in contact with her with the position of a servant. It is said that this became her downfall, and invited Beatrice's arrogance and recklessness
She may be linked to Chiyo Kumasawa. 
(Source: 07th Expansion Wiki)","{""hp"": 79, ""atk"": 71, ""mag"": 142, ""vit"": 84, ""spr"": 116, ""int"": 153, ""spd"": 104, ""lck"": 86}","[""light"", ""void""]",Sorcerer,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""A"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Cake""]",{}
1484,Chiya,Urara Meirochou,140,Anime,3,https://cdn.myanimelist.net/images/characters/10/318652.jpg,381,"The protagonist of the story. Has a bright and energetic personality but is ignorant to the ways of the world. Raised in the mountains, animals are quick to get attached to her.","{""hp"": 81, ""atk"": 74, ""mag"": 83, ""vit"": 89, ""spr"": 130, ""int"": 111, ""spd"": 83, ""lck"": 97}","[""nature""]",Druid,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""weak"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""neutral"", ""nature"": ""resist"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1485,Nono Natsume,Urara Meirochou,140,Anime,3,https://cdn.myanimelist.net/images/characters/9/318893.jpg,26,"The daughter of Natsume tea house. Shy with new people, since she lost her mother at a young age she spends all of her time with Matsuko, a doll that her mother left her.","{""hp"": 69, ""atk"": 64, ""mag"": 103, ""vit"": 71, ""spr"": 111, ""int"": 131, ""spd"": 89, ""lck"": 137}","[""void""]",Oracle,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1486,Kon Tatsumi,Urara Meirochou,140,Anime,3,https://cdn.myanimelist.net/images/characters/10/318653.jpg,86,The only daughter of Tatsumi tea house. Serious with good grades. Dislikes fried tofu.,"{""hp"": 73, ""atk"": 67, ""mag"": 125, ""vit"": 72, ""spr"": 102, ""int"": 129, ""spd"": 100, ""lck"": 80}","[""dark""]",Witch,"{""Mage"": ""C"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1487,Koume Yukimi,Urara Meirochou,140,Anime,3,https://cdn.myanimelist.net/images/characters/2/318654.jpg,44,The daughter of the Yukimi Industrial Group. Became interested in the West after meeting a witch called Marie Quispilquette when she was young.,"{""hp"": 69, ""atk"": 61, ""mag"": 135, ""vit"": 64, ""spr"": 106, ""int"": 129, ""spd"": 98, ""lck"": 77}","[""fire""]",Sorcerer,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1488,Nina Natsume,Urara Meirochou,140,Anime,1,https://cdn.myanimelist.net/images/characters/9/322150.jpg,5,,"{""hp"": 68, ""atk"": 58, ""mag"": 98, ""vit"": 69, ""spr"": 114, ""int"": 131, ""spd"": 87, ""lck"": 91}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1489,Ooshima,Urara Meirochou,140,Anime,1,https://cdn.myanimelist.net/images/characters/13/322151.jpg,1,,"{""hp"": 93, ""atk"": 81, ""mag"": 87, ""vit"": 88, ""spr"": 90, ""int"": 85, ""spd"": 87, ""lck"": 89}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1490,Marie Quispilquette,Urara Meirochou,140,Anime,1,https://cdn.myanimelist.net/images/characters/15/332718.jpg,2,A witch from France who stays with Koume's family during her childhood.,"{""hp"": 94, ""atk"": 89, ""mag"": 84, ""vit"": 85, ""spr"": 86, ""int"": 92, ""spd"": 92, ""lck"": 85}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1491,Tokie,Urara Meirochou,140,Anime,1,https://cdn.myanimelist.net/images/characters/14/324200.jpg,1,Kon's mother.,"{""hp"": 69, ""atk"": 63, ""mag"": 103, ""vit"": 71, ""spr"": 118, ""int"": 132, ""spd"": 87, ""lck"": 94}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1492,Violet Evergarden,Violet Evergarden,141,Anime,3,https://cdn.myanimelist.net/images/characters/9/345616.jpg,37926,"Age: 14 (Series), 17-18 (Movie Gaiden), 18 (Movie)
Height: 165 cm (5'4)
Hair color: Blonde
Eye color: Blue
Violet is a newcomer Auto Memory Doll at the CH postal company. She has wanted to know the meaning of ""certain words"" she received from Gilbert when she was a soldier.
(Source: Wikipedia)","{""hp"": 118, ""atk"": 151, ""mag"": 62, ""vit"": 131, ""spr"": 78, ""int"": 101, ""spd"": 123, ""lck"": 79}","[""neutral"", ""light""]",Sellsword,"{""Mage"": ""C"", ""Attacker"": ""A"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""resist"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1493,Charlotte Abelfreyja Drossel,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/14/350554.jpg,72,,"{""hp"": 68, ""atk"": 60, ""mag"": 74, ""vit"": 63, ""spr"": 101, ""int"": 102, ""spd"": 62, ""lck"": 77}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1494,Alberta,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/11/350549.jpg,1,,"{""hp"": 85, ""atk"": 84, ""mag"": 87, ""vit"": 88, ""spr"": 90, ""int"": 94, ""spd"": 89, ""lck"": 92}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1495,Cattleya Baudelaire,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/9/494253.jpg,272,"Cattleya is an Auto Memory Doll who works at the CH postal company. She has been close with Hodgins even before working there.
(Source: Wikipedia)","{""hp"": 66, ""atk"": 69, ""mag"": 106, ""vit"": 67, ""spr"": 130, ""int"": 118, ""spd"": 102, ""lck"": 77}","[""neutral""]",Bard,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1496,Erica Brown,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/8/494474.jpg,31,"Erica Brown is a character in the Violet Evergarden series. She is an Auto Memories Doll who has been working at the CH Postal Company for a while. She is not good at communicating and isn't confident in her work.
Erica is a young woman with a relatively short stature and thin eyebrows. She has short, straight light brown-honey colored hair which reaches down to her chin with straight bangs covering her forehead. Her hairstyle somewhat resembles that of a longer bowl cut. She sports round, transparent glasses which she wears over her medium-colored amber eyes. She also has freckles located on the bridge of her nose and a small mole underneath her lip.
Erica is a quiet girl who is usually seen in the backgrounds. She isn't confident in her own work as an Auto Memories Doll and is easily swayed by other opinions and takes criticism on her work seriously and to the heart. She also always worries inwardly over her exchanges with her clients and has no confidence in her job. This has led to her timid personality and low self-confidence. However, it is evident that Erica is a strong-willed, very thoughtful and kind girl who will firmly stand to her own opinions.
Erica was motivated into becoming an Auto-Memories Doll due to a certain novelist’s influence, which made her wish she could write texts that resonated with people's hearts.
(Source: Violet Evergarden Wikia)","{""hp"": 66, ""atk"": 62, ""mag"": 101, ""vit"": 68, ""spr"": 116, ""int"": 129, ""spd"": 88, ""lck"": 92}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake"", ""Roses"", ""Sakura Petals""]",{}
1497,Iris Cannary,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/8/494224.jpg,90,"Iris Cannary is an automated memory doll at CH postal company. She is an anime-original character.
(Source: Official site, edited)","{""hp"": 70, ""atk"": 91, ""mag"": 90, ""vit"": 74, ""spr"": 69, ""int"": 75, ""spd"": 131, ""lck"": 134}","[""neutral""]",Dancer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1498,Clara Magnolia,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/15/356874.jpg,17,,"{""hp"": 70, ""atk"": 58, ""mag"": 72, ""vit"": 68, ""spr"": 103, ""int"": 99, ""spd"": 67, ""lck"": 81}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1499,Ann Magnolia,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/10/356873.jpg,33,,"{""hp"": 88, ""atk"": 92, ""mag"": 89, ""vit"": 89, ""spr"": 91, ""int"": 90, ""spd"": 92, ""lck"": 86}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1500,Maria,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/15/354340.jpg,2,,"{""hp"": 87, ""atk"": 87, ""mag"": 96, ""vit"": 93, ""spr"": 93, ""int"": 93, ""spd"": 87, ""lck"": 87}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1501,Luculia Marlborough,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/8/349384.jpg,152,,"{""hp"": 88, ""atk"": 89, ""mag"": 91, ""vit"": 88, ""spr"": 90, ""int"": 86, ""spd"": 89, ""lck"": 90}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1502,Nerine,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/13/368358.jpg,1,She works as a receptionist at the CH postal company.,"{""hp"": 94, ""atk"": 90, ""mag"": 88, ""vit"": 89, ""spr"": 88, ""int"": 92, ""spd"": 94, ""lck"": 95}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1503,Olivia Webster,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/10/352845.jpg,5,,"{""hp"": 88, ""atk"": 89, ""mag"": 90, ""vit"": 90, ""spr"": 92, ""int"": 89, ""spd"": 90, ""lck"": 89}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1504,Taylor Bartlett,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/6/407396.jpg,28,"Taylor Bartlett is the adoptive younger sister of Amy Bartlett who, after Amy takes on the name of Isabella York, is taken to an orphanage.","{""hp"": 94, ""atk"": 93, ""mag"": 91, ""vit"": 88, ""spr"": 86, ""int"": 84, ""spd"": 93, ""lck"": 87}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1505,Isabella York,Violet Evergarden,141,Anime,2,https://cdn.myanimelist.net/images/characters/4/407395.jpg,49,"Isabella York  is the heiress of the prestigious York family who attends an all-girls academy, and Violet is hired to be her private tutor while posing as her handmaiden.","{""hp"": 65, ""atk"": 86, ""mag"": 92, ""vit"": 70, ""spr"": 70, ""int"": 77, ""spd"": 124, ""lck"": 126}","[""neutral""]",Dancer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1506,Daisy Magnolia,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/9/457932.jpg,1,"Daisy is the granddaughter of Ann Magnolia, the little girl Violet met when she was writing letters for her ill mother, Clara. She finds the 50 letters Clara sent her daughter after Ann's death, and decides to trace Violet to Ecarte island.","{""hp"": 92, ""atk"": 86, ""mag"": 92, ""vit"": 84, ""spr"": 91, ""int"": 86, ""spd"": 91, ""lck"": 89}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake""]",{}
1507,Irma Felice,Violet Evergarden,141,Anime,1,https://cdn.myanimelist.net/images/characters/8/368433.jpg,11,Irma Felice is a character in the Violet Evergarden series and the protagonist of the fourteenth episode. She is an opera singer who entrusts Violet to write a love-letter lyrics to her biggest performance.,"{""hp"": 68, ""atk"": 73, ""mag"": 113, ""vit"": 71, ""spr"": 128, ""int"": 118, ""spd"": 100, ""lck"": 80}","[""neutral""]",Bard,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Roses"", ""Sakura Petals""]",{}
1508,Wakaba Kohashi,Wakaba*Girl,142,Anime,3,https://cdn.myanimelist.net/images/characters/6/287027.jpg,37,,"{""hp"": 90, ""atk"": 85, ""mag"": 87, ""vit"": 90, ""spr"": 93, ""int"": 91, ""spd"": 91, ""lck"": 88}","[""light""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1509,Mao Kurokawa,Wakaba*Girl,142,Anime,1,https://cdn.myanimelist.net/images/characters/13/287031.jpg,9,,"{""hp"": 72, ""atk"": 93, ""mag"": 96, ""vit"": 68, ""spr"": 67, ""int"": 83, ""spd"": 132, ""lck"": 127}","[""dark""]",Trickster,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1510,Nao Mashiba,Wakaba*Girl,142,Anime,1,https://cdn.myanimelist.net/images/characters/5/287030.jpg,6,,"{""hp"": 89, ""atk"": 87, ""mag"": 86, ""vit"": 92, ""spr"": 90, ""int"": 88, ""spd"": 86, ""lck"": 90}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1511,Moeko Tokita,Wakaba*Girl,142,Anime,1,https://cdn.myanimelist.net/images/characters/7/288707.jpg,14,,"{""hp"": 68, ""atk"": 58, ""mag"": 100, ""vit"": 70, ""spr"": 121, ""int"": 131, ""spd"": 87, ""lck"": 90}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1512,Noa Himesaka,Watashi ni Tenshi ga Maiorita!,162,Anime,3,https://cdn.myanimelist.net/images/characters/9/378317.jpg,231,"Hana and Hinata's classmate who moves next door to Miyako and Hinata. She constantly sees herself as cute, often becoming downhearted when someone else, usually Hana, is said to be cuter.
(Source: Wikipedia)","{""hp"": 73, ""atk"": 91, ""mag"": 97, ""vit"": 67, ""spr"": 66, ""int"": 78, ""spd"": 116, ""lck"": 126}","[""light""]",Trickster,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Hair Ribbon"", ""Necklace""]",{}
1513,Hinata Hoshino,Watashi ni Tenshi ga Maiorita!,162,Anime,3,https://cdn.myanimelist.net/images/characters/5/378316.jpg,320,"Miyako's younger sister and Hana's classmate. She is particularly fond of her sister.
(Source: Wikipedia)","{""hp"": 100, ""atk"": 114, ""mag"": 85, ""vit"": 103, ""spr"": 85, ""int"": 88, ""spd"": 111, ""lck"": 101}","[""fire""]",Champion,"{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
